Name,Launch Site,State,Latitude,Longitude,Day,Year
EOS-AM Terra ,Vandenberg AFB,California,34.7425933,-120.5155986,19991218,1999
EOS-CHEM Aura ,Vandenberg AFB,California,34.7425933,-120.5155986,20040715,2004
"EOS-PM Aqua (Advanced Microwave Scanning Radiometer for EOS, EOS PM-1)",Vandenberg AFB,California,34.7425933,-120.5155986,20020504,2002
e-st@r-2,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160425,2016
Eurasiasat 1 (Turksat 2A),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20010110,2001
Eutelsat 113 West-A (Satmex 6),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20060527,2006
Eutelsat 115 West-B,Cape Canaveral,Florida,28.45077,-80.52662,20150302,2015
Eutelsat 117 West B (Satmex 9),Cape Canaveral,Florida,28.45077,-80.52662,20160615,2016
Eutelsat 12 West-A (Atlantic Bird 1) ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020828,2002
Eutelsat 172B,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20170601,2017
Eutelsat 25B (Esêhail 1),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20130829,2013
"Eutelsat 33A (Eurobird 3, E-bird) ",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20030927,2003
"Eutelsat 33C (Eutelsat 28A, Eurobird 1, Eurosat 1)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20010308,2001
Eutelsat 36A (Eutelsat W-4) ,Cape Canaveral,Florida,28.45077,-80.52662,20000524,2000
Eutelsat 3B,Ocean Odyssey,California,40.012573,-74.151876,20140526,2014
"Eutelsat 48B (Eutelsat 21B, Eutelsat W-6A)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20121110,2012
"Eutelsat 5 West-A (Atlantic Bird 3, Stellat 5)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020705,2002
Eutelsat 65 West-A,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160309,2016
Eutelsat 7 West-A (Atlantic Bird 7),Ocean Odyssey,California,40.012573,-74.151876,20110924,2011
Eutelsat 70B (Eutelsat W5A),Ocean Odyssey,California,40.012573,-74.151876,20121203,2012
Eutelsat 8 West A (Atlantic Bird 2) ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20010925,2001
Eutelsat 8 West B,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150820,2015
"Eutelsat 8 West C (Eutelsat Hot Bird 13A, Hot Bird 6)",Cape Canaveral,Florida,28.45077,-80.52662,20020828,2002
"Eutelsat 9A (Eurobird 9A, Hot Bird 7A)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20060311,2006
"Eutelsat Hot Bird  13D (Eutelsat 3C, Hot Bird 10, Atlantic Bird 4A)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20090211,2009
Eutelsat Hot Bird 13C (Hot Bird 9),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20081220,2008
Ex-Alta 1 (QB50 - CA03),International Space Center,Texas,29.5517223,-95.0985272,20170526,2017
Falconsat-3,Cape Canaveral,Florida,28.45077,-80.52662,20070309,2007
"FAST 1 (Sara Lilly and Emma, USA 222)",Kodiak Launch Complex,Alaska,57.4346198,-152.342484,20101120,2010
Fermi Gamma-Ray Space Telescope (formerly GLAST),Cape Canaveral,Florida,28.45077,-80.52662,20080611,2008
"FIA Radar 1 (Future Imagery Architecture (FIA) Radar 1, NROL-41, USA 215, Topaz)",Vandenberg AFB,California,34.7425933,-120.5155986,20100921,2010
"FIA Radar 2 (Future Imagery Architecture (FIA) Radar 2, NROL-25, USA 234, Topaz)",Vandenberg AFB,California,34.7425933,-120.5155986,20120403,2012
"FIA Radar 3 (Future Imagery Architecture (FIA) Radar 3, NROL-39 , USA 247, Topaz)",Vandenberg AFB,California,34.7425933,-120.5155986,20131206,2013
"FIA Radar 4 (Future Imagery Architecture (FIA) Radar 4, NROL-45, USA 267, Topax)",Vandenberg AFB,California,34.7425933,-120.5155986,20160210,2016
"Firebird-C (Focused Investigations of Relativistic Electron Burst, Intensity, Range, and Dynamics)",Vandenberg AFB,California,34.7425933,-120.5155986,20150131,2015
"Firebird-D (Focused Investigations of Relativistic Electron Burst, Intensity, Range, and Dynamics)",Vandenberg AFB,California,34.7425933,-120.5155986,20150131,2015
FLTSATCOM-8 (USA 46),Cape Canaveral,Florida,28.45077,-80.52662,19890925,1989
FormoSat-5,Vandenberg AFB,California,34.7425933,-120.5155986,20170825,2017
FORT‹ (Fast On-orbit Recording of Transient Events),Vandenberg AFB,California,34.7425933,-120.5155986,19970829,1997
Fox-1A (AO-85),Cape Canaveral,Florida,28.45077,-80.52662,20151008,2015
Galaxy-11,Guiana Space Center,French Guiana,5.21237515,-52.77388327,19990121,1999
Galaxy-12,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20030409,2003
"Galaxy-13 (Horizons 1, Galaxy 13L)",Ocean Odyssey,California,40.012573,-74.151876,20031001,2003
Galaxy-15,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20051013,2005
Galaxy-16 ,Ocean Odyssey,California,40.012573,-74.151876,20060618,2006
Galaxy-17,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20070504,2007
Galaxy-18,Ocean Odyssey,California,40.012573,-74.151876,20080521,2008
Galaxy-19,Ocean Odyssey,California,40.012573,-74.151876,20080924,2008
"Galaxy-28 (G-28, Intelsat IA-8, Telstar 8)",Ocean Odyssey,California,40.012573,-74.151876,20050623,2005
Galaxy-3C,Ocean Odyssey,California,40.012573,-74.151876,20020615,2002
"Galileo FOC FM1 (0201, Galileo 5, PRN E18)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140822,2014
"Galileo FOC FM10 (0210, Galileo 13, PRN E01)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160524,2016
"Galileo FOC FM11 (0211, Galileo 14, PRN E02)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160524,2016
"Galileo FOC FM12 (0212, Galileo 16)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20161117,2016
"Galileo FOC FM13 (0213, Galileo 17)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20161117,2016
"Galileo FOC FM14 (0214, Galileo 18)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20161117,2016
"Galileo FOC FM2 (0202, Galileo 6, PRN E14)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20140822,2014
"Galileo FOC FM3 (0203, Galileo 7, PRN E26)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150327,2015
"Galileo FOC FM4 (0204, Galileo 8, PRN E22)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150327,2015
"Galileo FOC FM5 (0205, Galileo 9, PRN E24)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150911,2015
"Galileo FOC FM6 (0206, Galileo 10, PRN E30)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150911,2015
"Galileo FOC FM7 (0207, Galileo 15)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20161117,2016
"Galileo FOC FM8 (0208, Galileo 11, PRN E08)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20151217,2015
"Galileo FOC FM9 (0209, Galileo 12, E09)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20151217,2015
"Galileo IOV-1 FM2 (0102, PRN E12)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20111021,2011
"Galileo IOV-1 PFM (0101, PRN E11)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20111021,2011
"Galileo IOV-2 FM3 (0103, PRN E19)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20121012,2012
"Galileo IOV-2 FM4 (0104, PRN E20)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20121012,2012
GEARRSAT-2 (Globalstar Experiment And Risk Reduction Satellite),Cape Canaveral,Florida,28.45077,-80.52662,20150520,2015
GeoEye-1 (Orbview 5),Vandenberg AFB,California,34.7425933,-120.5155986,20080906,2008
Geotail (Geomagnetic Tail Laboratory),Cape Canaveral,Florida,28.45077,-80.52662,19920724,1992
Globalstar M004 (Globalstar 4),Cape Canaveral,Florida,28.45077,-80.52662,19980214,1998
Globalstar M028 (Globalstar 26),Cape Canaveral,Florida,28.45077,-80.52662,19990725,1999
Globalstar M063 (Globalstar 49),Cape Canaveral,Florida,28.45077,-80.52662,20000208,2000
"GOES 13 (Geostationary Operational Environmental Satellite, GOES-N)",Cape Canaveral,Florida,28.45077,-80.52662,20060524,2006
"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",Cape Canaveral,Florida,28.45077,-80.52662,20090627,2009
"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",Cape Canaveral,Florida,28.45077,-80.52662,20100304,2010
GOES 16 (Geostationary Operational Environmental Satellite GOES-R),Cape Canaveral,Florida,28.45077,-80.52662,20161119,2016
G_kt_rk 1,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20161205,2016
GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment),Vandenberg AFB,California,34.7425933,-120.5155986,20150131,2015
GSAT-10,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20120928,2012
GSAT-15,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150110,2015
GSAT-16,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20141206,2014
GSAT-17,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20170628,2017
GSAT-18,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20161005,2016
GSAT-7,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20130829,2013
GSAT-8,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20110520,2011
"GSSAP 1 (Geosynchronous Space Situational Awareness Program, USA 253)",Cape Canaveral,Florida,28.45077,-80.52662,20140728,2014
"GSSAP 2 (Geosynchronous Space Situational Awareness Program, USA 254)",Cape Canaveral,Florida,28.45077,-80.52662,20140728,2014
"GSSAP 3 (Geosynchronous Space Situational Awareness Program, USA 270)",Cape Canaveral,Florida,28.45077,-80.52662,20160819,2016
"GSSAP 4 (Geosynchronous Space Situational Awareness Program, USA 271)",Cape Canaveral,Florida,28.45077,-80.52662,20160819,2016
Havelsat (QB50 - TR02),International Space Center,Texas,29.5517223,-95.0985272,20170516,2017
Helios 2A ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20041218,2004
Helios 2B,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20091218,2009
Hellas Sat 3/INMARSAT S EAN,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20170628,2017
"HellasSat 2 (Intelsat K-TV, NSS K-TV)",Cape Canaveral,Florida,28.45077,-80.52662,20030512,2003
"HESSI (RHESSI, Reuven Ramaty High Energy Solar Spectroscopic Imager)",Cape Canaveral,Florida,28.45077,-80.52662,20020205,2002
Hispasat 1D ,Cape Canaveral,Florida,28.45077,-80.52662,20020918,2002
Hispasat 1E,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20101229,2010
Hispasat 36W-1 (Hispasat AG1),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20170128,2017
"Hoopoe (Duchifat-2, QB50 - IL01)",International Space Center,Texas,29.5517223,-95.0985272,20170518,2017
Horizons 2,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20071221,2007
"Hubble Space Telescope (HST, Space Telescope)",Cape Canaveral,Florida,28.45077,-80.52662,19900425,1990
HYLAS 1 (Highly Adaptable Satellite),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20101126,2010
HYLAS 2 (Highly Adaptable Satellite),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20120802,2012
i-INSPIRE-2 (QB50 - AU03),International Space Center,Texas,29.5517223,-95.0985272,20170527,2017
"Improved Trumpet 4 (NROL-22, National Reconnaissance Office Launch-22, SBIRS HEO-1, Twins 1, USA 184)",Vandenberg AFB,California,34.7425933,-120.5155986,20060628,2006
"Improved Trumpet 5 (NROL-28, National Reconnaissance Office Launch-28, SBIRS HEO-2, Twins 2, USA 200)",Vandenberg AFB,California,34.7425933,-120.5155986,20080313,2008
"Improved Trumpet 6 (NROL-35, National Reconnaissance Office Launch-35, SBIRS HEO-3, USA 259)",Vandenberg AFB,California,34.7425933,-120.5155986,20141213,2014
INMARSAT 3 F1 ,Cape Canaveral,Florida,28.45077,-80.52662,19960403,1996
INMARSAT 3 F3 ,Cape Canaveral,Florida,28.45077,-80.52662,19961218,1996
INMARSAT 3 F5 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,19980204,1998
INMARSAT 4 F1,Cape Canaveral,Florida,28.45077,-80.52662,20050311,2005
INMARSAT 4 F2,Ocean Odyssey,California,40.012573,-74.151876,20051108,2005
INMARSAT 5 F4,Cape Canaveral,Florida,28.45077,-80.52662,20170515,2017
INSAT 3A (Indian National Satellite),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20030409,2003
INSAT 3C (Indian National Satellite),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020123,2002
INSAT 3D (Indian National Satellite),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20130725,2013
INSAT 4A (Indian National Satellite),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20051221,2005
INSAT 4B (Indian National Satellite),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20070311,2007
Intelsat 11 (PAS 11),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20071005,2007
"Intelsat 12 (Europe*Star 1, Europe*Star FM1, IS-12, PAS-12)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20001029,2000
Intelsat 14 (IS-14),Cape Canaveral,Florida,28.45077,-80.52662,20091123,2009
Intelsat 17 (IS-17),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20101126,2010
Intelsat 19 (IS-19),Ocean Odyssey,California,40.012573,-74.151876,20120601,2012
"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20001115,2000
Intelsat 20 (IS-20),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20120802,2012
Intelsat 21 (IS-21),Ocean Odyssey,California,40.012573,-74.151876,20120819,2012
"Intelsat 25 (IS-25, Protostar 1, Chinasat 8)",Guiana Space Center,French Guiana,5.21237515,-52.77388327,20080707,2008
"Intelsat 26 (JCSat R, JCSAT-4, Japan Communications Satellite 4)",Cape Canaveral,Florida,28.45077,-80.52662,19970216,1997
Intelsat 29E,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160127,2016
Intelsat 30/DLA 1,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20141016,2014
Intelsat 33 (IS-33),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160824,2016
Intelsat 34,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20150820,2015
Intelsat 35E,Cape Canaveral,Florida,28.45077,-80.52662,20170705,2017
Intelsat 36 (IS-36),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20160824,2016
Intelsat 805 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,19980618,1998
"Intelsat 9 (IS-9, PAS-9) ",Ocean Odyssey,California,40.012573,-74.151876,20000728,2000
Intelsat 901 ,Cape Canaveral,Florida,28.45077,-80.52662,20010609,2001
Intelsat 902 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20010830,2001
Intelsat 903 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020330,2002
Intelsat 905 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020605,2002
Intelsat 906 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20020906,2002
Intelsat 907 ,Guiana Space Center,French Guiana,5.21237515,-52.77388327,20030215,2003
Intelsat New Dawn (Intelsat 28),Guiana Space Center,French Guiana,5.21237515,-52.77388327,20110422,2011
Interstellar Boundary EXplorer (IBEX),Kwajalein Island,Marshall Islands,8.7306189,167.7392822,20081019,2008
Iridium 15 (Iridium SV015),Vandenberg AFB,California,34.7425933,-120.5155986,19970709,1997
Iridium 18 (Iridium SV018),Vandenberg AFB,California,34.7425933,-120.5155986,19970709,1997
Iridium 19 (Iridium SV019),Vandenberg AFB,California,34.7425933,-120.5155986,19970927,1997
Iridium 22 (Iridium SV022),Vandenberg AFB,California,34.7425933,-120.5155986,19970821,1997
Iridium 23 (Iridium SV023),Vandenberg AFB,California,34.7425933,-120.5155986,19970821,1997
Iridium 25 (Iridium SV025),Vandenberg AFB,California,34.7425933,-120.5155986,19970821,1997
Iridium 34 (Iridium SV034),Vandenberg AFB,California,34.7425933,-120.5155986,19970927,1997
Iridium 35 (Iridium SV035),Vandenberg AFB,California,34.7425933,-120.5155986,19970927,1997
Iridium 37 (Iridium SV037),Vandenberg AFB,California,34.7425933,-120.5155986,19970927,1997
Iridium 41 (Iridium SV041),Vandenberg AFB,California,34.7425933,-120.5155986,19971109,1997
Iridium 45 (Iridium SV045),Vandenberg AFB,California,34.7425933,-120.5155986,19971220,1997
Iridium 46 (Iridium SV046),Vandenberg AFB,California,34.7425933,-120.5155986,19970821,1997
Iridium 47 (Iridium SV047),Vandenberg AFB,California,34.7425933,-120.5155986,19971220,1997
Iridium 49 (Iridium SV049),Vandenberg AFB,California,34.7425933,-120.5155986,19971220,1997
Iridium 5 (Iridium SV005),Vandenberg AFB,California,34.7425933,-120.5155986,19970505,1997
Iridium 50 (Iridium SV050),Vandenberg AFB,California,34.7425933,-120.5155986,19980218,1998
Iridium 52 (Iridium SV052),Vandenberg AFB,California,34.7425933,-120.5155986,19980218,1998
Iridium 53 (Iridium SV053),Vandenberg AFB,California,34.7425933,-120.5155986,19980218,1998
Iridium 54 (Iridium SV054),Vandenberg AFB,California,34.7425933,-120.5155986,19980218,1998
Iridium 55 (Iridium SV055),Vandenberg AFB,California,34.7425933,-120.5155986,19980330,1998
Iridium 56 (Iridium SV056),Vandenberg AFB,California,34.7425933,-120.5155986,19980218,1998
Iridium 58 (Iridium SV058),Vandenberg AFB,California,34.7425933,-120.5155986,19980330,1998
Iridium 59 (Iridium SV059),Vandenberg AFB,California,34.7425933,-120.5155986,19980330,1998
Iridium 6 (Iridium SV006),Vandenberg AFB,California,34.7425933,-120.5155986,19970506,1997
Iridium 60 (Iridium SV060),Vandenberg AFB,California,34.7425933,-120.5155986,19980330,1998
Iridium 7 (Iridium SV007),Vandenberg AFB,California,34.7425933,-120.5155986,19970505,1997
Iridium 70 (Iridium SV070),Vandenberg AFB,California,34.7425933,-120.5155986,19980517,1998
Iridium 72 (Iridium SV072),Vandenberg AFB,California,34.7425933,-120.5155986,19980517,1998
Iridium 74 (Iridium SV074),Vandenberg AFB,California,34.7425933,-120.5155986,19980517,1998
Iridium 75 (Iridium SV075),Vandenberg AFB,California,34.7425933,-120.5155986,19980517,1998
Iridium 77 (Iridium SV077),Vandenberg AFB,California,34.7425933,-120.5155986,19980908,1998
Iridium 8 (Iridium SV008),Vandenberg AFB,California,34.7425933,-120.5155986,19970505,1997
Iridium 80 (Iridium SV080),Vandenberg AFB,California,34.7425933,-120.5155986,19980908,1998
Iridium 81 (Iridium SV081),Vandenberg AFB,California,34.7425933,-120.5155986,19980908,1998
Iridium 83 (Iridium SV083),Vandenberg AFB,California,34.7425933,-120.5155986,19981106,1998
Iridium 84 (Iridium SV084),Vandenberg AFB,California,34.7425933,-120.5155986,19981106,1998
Iridium 86 (Iridium SV086),Vandenberg AFB,California,34.7425933,-120.5155986,19981106,1998
Iridium 90 (Iridium SV090),Vandenberg AFB,California,34.7425933,-120.5155986,20020211,2002
Iridium 91 (Iridium SV091),Vandenberg AFB,California,34.7425933,-120.5155986,20020211,2002
Iridium 94 (Iridium SV094),Vandenberg AFB,California,34.7425933,-120.5155986,20020211,2002
Iridium 95 (Iridium SV095),Vandenberg AFB,California,34.7425933,-120.5155986,20020211,2002
Iridium 96 (Iridium SV096),Vandenberg AFB,California,34.7425933,-120.5155986,20020211,2002
Iridium Next SV 102,Vandenberg AFB,California,34.7425933,-120.5155986,20170114,2017
Iridium Next SV 103,Vandenberg AFB,California,34.7425933,-120.5155986,20170114,2017
Iridium Next SV 104,Vandenberg AFB,California,34.7425933,-120.5155986,20170114,2017
Iridium Next SV 105,Vandenberg AFB,California,34.7425933,-120.5155986,20170114,2017
Iridium Next SV 106,Vandenberg AFB,California,34.7425933,-120.5155986,20170114,2017
Iridium Next SV 108,Vandenberg AFB,California,34.7425933,-120.5155986,20170114,2017
Iridium Next SV 109,Vandenberg AFB,California,34.7425933,-120.5155986,20170114,2017
